obs_id,param,value
0,x0,38.0
0,y0,25.0
0,vx,-0.9
0,vy,0.0

obs_id,z_idx,time_s,x_m,y_m
0,0,0.1,7.7,5.1000000000000005
0,3,0.7000000000000001,7.16,5.1000000000000005
0,6,1.3,6.620000000000001,5.1000000000000005
0,9,1.9000000000000001,6.08,5.1000000000000005
0,12,2.5,5.54,5.1000000000000005
0,15,3.1,5.0,5.1000000000000005
0,18,3.7,4.46,5.1000000000000005
0,21,4.3,3.92,5.1000000000000005
0,24,4.9,3.38,5.1000000000000005
0,27,5.5,2.84,5.1000000000000005
0,30,6.1000000000000005,2.3000000000000003,5.1000000000000005
0,33,6.7,1.7600000000000002,5.1000000000000005
0,36,7.300000000000001,1.2200000000000004,5.1000000000000005
0,39,7.9,0.6799999999999997,5.1000000000000005
