z_idx,time_s,x_m,y_m,yaw_bin
0,0.1,8.3,5.1000000000000005,0
1,0.30000000000000004,8.5,5.1000000000000005,0
2,0.5,8.700000000000001,5.1000000000000005,0
3,0.7000000000000001,8.9,5.1000000000000005,0
4,0.9,9.1,5.1000000000000005,0
5,1.1,9.3,5.1000000000000005,0
6,1.3,9.5,5.1000000000000005,0
7,1.5,9.700000000000001,5.1000000000000005,0
8,1.7000000000000002,9.9,5.1000000000000005,0
9,1.9000000000000001,10.100000000000001,5.1000000000000005,0
10,2.1,10.3,5.1000000000000005,0
11,2.3000000000000003,10.5,5.1000000000000005,0
12,2.5,10.700000000000001,5.1000000000000005,0
13,2.7,10.9,5.1000000000000005,0
14,2.9000000000000004,11.100000000000001,5.1000000000000005,0
15,3.1,11.3,5.1000000000000005,0
16,3.3000000000000003,11.5,5.1000000000000005,0
17,3.5,11.700000000000001,5.1000000000000005,0
18,3.7,11.9,5.1000000000000005,0
19,3.9000000000000004,12.100000000000001,5.1000000000000005,0
20,4.1000000000000005,12.3,5.1000000000000005,0
21,4.3,12.5,5.1000000000000005,0
22,4.5,12.700000000000001,5.1000000000000005,0
23,4.7,12.9,5.1000000000000005,0
24,4.9,13.100000000000001,5.1000000000000005,0
25,5.1000000000000005,13.3,5.1000000000000005,0
26,5.300000000000001,13.5,5.1000000000000005,0
27,5.5,13.700000000000001,5.1000000000000005,0
28,5.7,13.9,5.1000000000000005,0
29,5.9,14.100000000000001,5.1000000000000005,0
30,6.1000000000000005,14.3,5.1000000000000005,0
31,6.300000000000001,14.5,5.1000000000000005,0
32,6.5,14.700000000000001,5.1000000000000005,0
