z_idx,time_s,x_m,y_m,yaw_bin
0,0.1,1.1,5.300000000000001,0
1,0.30000000000000004,1.1,5.300000000000001,1
2,0.5,1.1,5.5,1
3,0.7000000000000001,1.1,5.7,1
4,0.9,1.1,5.9,1
5,1.1,1.1,5.9,0
6,1.3,1.3,5.9,0
7,1.5,1.5,5.9,0
8,1.7000000000000002,1.7000000000000002,5.9,0
9,1.9000000000000001,1.9000000000000001,5.9,0
10,2.1,2.1,5.9,0
11,2.3000000000000003,2.3000000000000003,5.9,0
12,2.5,2.5,5.9,0
13,2.7,2.7,5.9,0
14,2.9000000000000004,2.9000000000000004,5.9,0
15,3.1,3.1,5.9,0
16,3.3000000000000003,3.3000000000000003,5.9,0
17,3.5,3.5,5.9,0
18,3.7,3.7,5.9,0
19,3.9000000000000004,3.7,5.9,0
20,4.1000000000000005,3.9000000000000004,5.9,0
21,4.3,4.1000000000000005,5.9,0
22,4.5,4.3,5.9,0
23,4.7,4.5,5.9,0
24,4.9,4.7,5.9,0
25,5.1000000000000005,4.9,5.9,0
26,5.300000000000001,5.1000000000000005,5.9,0
27,5.5,5.300000000000001,5.9,0
28,5.7,5.5,5.9,0
29,5.9,5.7,5.9,0
30,6.1000000000000005,5.9,5.9,0
31,6.300000000000001,6.1000000000000005,5.9,0
32,6.5,6.300000000000001,5.9,0
33,6.7,6.5,5.9,0
34,6.9,6.7,5.9,0
35,7.1000000000000005,6.9,5.9,0
36,7.300000000000001,7.1000000000000005,5.9,0
37,7.5,7.300000000000001,5.9,0
38,7.7,7.5,5.9,0
39,7.9,7.7,5.9,0
