obs_id,param,value
0,x0,65.0
0,y0,80.0
0,vx,0.8
0,vy,0.8

obs_id,z_idx,time_s,x_m,y_m
0,0,0.1,13.100000000000001,16.1
0,3,0.7000000000000001,13.580000000000002,16.580000000000002
0,6,1.3,14.06,17.06
0,9,1.9000000000000001,14.540000000000001,17.540000000000003
0,12,2.5,15.02,18.02
0,15,3.1,15.5,18.5
0,18,3.7,15.980000000000002,18.98
0,21,4.3,16.46,19.46
0,24,4.9,16.94,19.94
0,27,5.5,17.419999999999998,20.42
0,30,6.1000000000000005,17.900000000000002,20.900000000000002
0,33,6.7,18.380000000000003,21.380000000000003
0,36,7.300000000000001,18.86,21.86
0,39,7.9,19.340000000000003,22.340000000000003
